1.115
1.602
2.090
2.601
3.088
3.576
4.063
4.574
5.085
5.573
6.084
6.571
7.059
7.546
8.034
8.545
9.033
9.543
10.054
10.542
11.029
11.517
12.005
12.516
13.026
13.514
14.002
14.489
15.000
15.488
15.975
16.486
16.974
17.485
17.972
18.460
18.971
19.458
19.969
20.457
20.944
21.455
21.943
22.430
22.941
23.429
23.940
24.427
24.915
25.426
25.913
26.401
26.912
27.400
27.887
28.398
28.886
29.396
29.884
30.372
30.883
31.370
31.858
32.345
32.856
